Seconds,Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],
8.3,397.088,1479.48,500.145,348.8,1338.93,521.656,355.66,1238.06,528.506,379.783,1156.55,528.138,414.078,1046.44,523.089,460.21,1537.93,485.409,478.354,1625.48,479.906,455.612,1803.18,475.087,477.912,1496.68,532.243,489.012,1479.58,669.473,486.099,1207.55,742.232,513.923,959.183,776.665,526.447,868.19,770.333,467.888,1487.14,447.347,441.157,1441.91,318.94,432.722,1168.68,251.295,453.825,921.707,204.36,465.643,835.941,173.039,521.721,992.906,597.363,418.125,510.023,648.839,408.757,69.7332,705.166,542.357,36.0725,736.294,623.473,44.386,745.714,498.613,998.97,420.278,408.093,512.688,376.85,360.928,75.8432,313.149,473.434,32.842,239.364,547.671,37.6232,204.67,
8.31667,398.488,1479,503.263,351.501,1338.08,525.288,359.204,1237.25,531.825,383.964,1155.93,530.94,419.292,1046.18,525.229,461.067,1537.77,487.54,479.035,1625.33,481.726,456.209,1803.03,477.034,479.775,1496.64,533.921,489.145,1480.44,671.39,486.941,1208.78,745.537,515.903,960.648,780.705,528.539,869.771,773.067,468.258,1487.23,449.198,439.866,1442.1,321.117,434.124,1168.74,253.672,455.618,922.11,205.165,467.706,836.476,173.586,528.827,993.834,597.557,419.505,512.134,648.289,409.298,72.131,706.675,541.957,34.866,737.724,623.276,40.9438,747.098,502.456,999.575,420.917,408.014,513.867,379.436,362.68,77.1613,313.492,475.35,31.832,241.369,550.058,35.0734,207.518,
8.33333,400.153,1479.44,506.532,353.776,1338.37,528.862,361.702,1237.53,535.021,386.538,1156.25,533.668,421.947,1046.55,527.511,462.455,1538.25,489.889,480.716,1625.74,483.791,458.81,1803.56,479.306,481.993,1497.06,535.693,489.244,1481.57,673.372,488.153,1210.14,748.392,518.215,962.318,784.751,531.041,871.594,775.735,468.857,1488,451.168,439.16,1443.04,323.321,435.537,1169.58,256.198,457.618,923.171,206.801,470.304,837.723,174.953,532.923,994.672,597.957,420.953,513.53,648.221,408.257,73.8797,708.734,540.482,33.4495,737.594,622.074,37.523,745.578,503.241,999.742,421.823,409.102,513.951,380.622,362.964,77.3635,314.454,476.312,29.6891,244.952,551.712,31.3753,212.553,
8.35,401.553,1480.17,509.726,355.965,1338.89,532.344,364.069,1238.05,538.172,388.846,1156.75,536.379,423.845,1046.94,529.779,463.498,1539.12,492.259,481.962,1626.53,485.683,460.834,1804.43,480.86,483.82,1497.93,537.571,488.767,1483.16,675.43,489.719,1211.77,750.594,520.718,964.331,788.743,533.706,873.735,778.73,469.293,1489.12,453.247,438.762,1444.17,325.594,436.558,1170.62,258.737,459.908,924.378,209.12,473.258,839.088,177.119,535.79,994.878,598.529,422.126,514.001,647.517,407.416,74.7032,710.098,539.601,32.2319,736.065,621.41,34.9657,742.187,503.275,999.672,422.888,409.924,513.792,380.954,363.291,77.3117,314.427,476.636,28.8542,245.463,552.165,29.9786,213.344,
8.36667,402.595,1481.26,512.82,357.781,1339.78,535.755,365.955,1238.93,541.311,390.53,1157.58,539.1,424.76,1047.56,532.028,464.204,1540.33,494.598,482.947,1627.63,487.318,462.825,1805.61,481.576,485.201,1499.21,539.512,488.321,1484.99,677.483,491.613,1213.57,752.465,523.36,966.508,792.423,536.527,876.032,781.589,469.481,1490.55,455.388,438.912,1445.36,327.831,437.587,1171.75,261.189,462.371,925.598,211.814,476.647,840.415,179.928,537.327,994.786,599.206,423.098,513.935,647.108,407.248,74.8482,710.882,539.532,31.543,734.898,621.442,33.7026,739.759,502.341,999.707,424.044,411.776,513.46,380.314,363.742,77.0644,314.23,477.144,28.3449,245.547,552.745,29.2605,213.59,
8.38333,403.293,1481.95,515.735,358.941,1340.36,538.81,367.076,1239.48,544.087,391.45,1158.08,541.555,425.15,1047.92,534.221,464.743,1541,496.883,484.117,1628.09,488.85,465.818,1806.23,482.067,486.235,1499.91,541.364,487.745,1486.11,679.404,493.464,1214.64,754.091,525.989,967.949,795.659,539.252,877.636,783.655,469.385,1491.51,457.432,439.089,1446.23,329.84,438.316,1172.53,263.56,464.76,926.399,214.966,480.3,841.479,182.969,538.322,994.837,600.13,424.893,513.657,646.604,406.421,74.8264,711.425,538.686,30.937,734.466,620.643,32.6879,738.653,501.193,999.491,425.402,411.709,513.215,379.824,363.166,76.9454,313.284,477.127,28.8401,245.095,552.902,30.0816,213.565,
8.4,403.558,1482.84,518.268,359.946,1341,541.279,368.114,1240.11,546.257,392.275,1158.66,543.452,425.21,1048.27,535.999,464.755,1541.99,498.942,484.715,1628.87,490.138,468.261,1807.15,482.228,486.739,1500.96,542.986,487.63,1487.11,681.026,495.526,1215.51,755.013,528.574,969.063,797.634,541.73,878.888,784.523,468.921,1492.85,459.225,439.645,1447.35,331.473,439.134,1173.49,265.897,467.024,927.272,218.522,483.972,842.72,186.266,538.776,994.68,600.808,425.959,513.274,646.404,406.47,74.5421,711.597,538.887,30.8643,734.16,620.858,32.7011,738.026,499.691,998.961,426.497,413.154,512.377,378.593,363.059,76.1628,312.843,477.118,28.7378,244.342,552.825,30.3323,212.665,
8.41667,403.57,1483.36,520.525,360.526,1341.35,543.582,368.659,1240.45,548.283,392.589,1158.94,545.16,424.892,1048.39,537.416,464.631,1542.48,500.678,485.472,1629.05,490.9,471.602,1807.48,481.475,486.988,1501.59,544.351,487.98,1487.65,682.383,497.47,1215.83,755.376,531.233,969.46,797.851,544.343,879.4,783.924,468.234,1493.7,460.774,439.936,1447.97,332.886,439.666,1173.93,268.024,469.46,927.641,222.214,487.832,843.36,190.031,538.86,994.268,601.07,427.369,512.51,646.203,406.666,73.794,711.125,539.265,30.1778,732.714,621.262,32.0292,735.997,497.94,998.567,427.182,414.007,511.724,377.326,362.75,75.5182,312.423,476.863,29.0517,243.357,552.437,31.2109,211.396,
8.43333,403.467,1483.68,522.673,360.885,1341.56,545.867,368.961,1240.65,550.313,392.692,1159.09,546.887,424.604,1048.44,538.892,464.462,1542.65,502.172,486.459,1628.8,491.292,475.906,1807.36,480.248,487.182,1501.93,545.425,488.888,1487.85,683.435,499.486,1215.7,755.051,533.797,969.235,796.53,546.765,879.291,781.748,467.307,1494.28,462.085,439.955,1448.3,334.08,440.04,1174.06,270.091,471.983,927.699,226.146,491.629,843.577,194.301,539.243,994.177,601.205,428.232,512.236,645.554,406.9,73.5226,710.291,539.591,30.1068,731.722,621.588,32.0666,734.918,496.101,998.173,427.848,414.77,511.116,375.825,361.682,74.9904,311.86,476.065,29.1278,242.837,551.66,31.5903,210.947,
8.45,402.882,1484.21,524.507,360.955,1341.94,547.952,369.142,1241.02,552.262,392.832,1159.47,548.617,424.65,1048.8,540.42,463.784,1543.05,503.37,486.989,1628.72,491.226,479.972,1807.31,478.132,486.805,1502.65,546.319,490.39,1488.21,684.256,501.529,1215.7,754.36,536.367,968.986,793.895,548.64,878.977,778.911,465.986,1495.09,463.202,439.697,1448.63,335.144,440.105,1174.18,272.075,474.676,927.795,230.314,495.709,843.7,199.292,539.993,994.677,601.54,430.323,512.36,645.115,407.884,73.6601,709.57,540.516,30.0732,731.019,622.514,31.9138,734.252,494.89,998.319,428.675,416.614,511.017,374.323,361.659,74.9706,311.406,476.162,29.5578,242.285,551.733,32.2552,210.357,
8.46667,402.5,1483.98,526.168,360.99,1341.64,549.931,369.253,1240.72,554.184,392.963,1159.18,550.395,425.051,1048.61,542.044,463.471,1542.51,504.403,488.206,1627.54,490.881,485.503,1806.07,475.417,486.625,1502.49,547.114,492.164,1487.92,684.971,503.501,1215.07,753.724,538.67,968.053,791.023,550.229,877.898,776.361,464.944,1494.98,464.213,438.639,1448.37,336.214,439.477,1173.72,274,477.588,927.461,234.671,500.04,843.303,204.839,541.224,995.042,602.08,431.078,512.75,644.728,408.09,74.0414,708.931,540.536,30.3391,731.27,622.512,32.0882,735.077,494.316,998.133,429.685,418.033,510.787,372.954,360.297,74.9105,311.361,474.695,29.4556,242.093,550.22,32.0811,210.052,
8.48333,402.067,1484.19,528.145,360.967,1341.78,552.266,369.264,1240.87,556.403,392.954,1159.33,552.38,425.292,1048.85,543.726,463.109,1542.36,505.62,489.507,1626.64,490.625,491.529,1804.94,472.664,486.44,1502.74,548.035,494.8,1487.78,685.709,505.638,1214.61,753.265,540.465,967.205,788.217,550.932,876.755,774.587,463.705,1495.3,465.409,437,1448.53,337.555,438.259,1173.71,276.117,480.406,927.716,239.29,504.052,843.372,210.944,542.397,995.81,602.397,432.829,513.365,644.807,408.802,74.6013,708.247,540.981,30.3971,731.175,622.942,31.82,735.42,493.355,998.485,430.59,419.807,511.077,370.861,360.046,75.188,311.322,474.324,29.5374,241.985,549.796,32.0414,209.808,
8.5,401.684,1484.37,530.359,361.092,1341.93,555.126,369.44,1241.02,559.194,393.094,1159.48,554.896,425.695,1049.12,545.851,462.722,1542.12,506.759,490.805,1625.52,490.035,497.744,1803.38,469.169,486.369,1502.97,548.826,498.55,1487.63,686.172,508.021,1214.27,753.195,541.852,966.422,785.883,551.172,875.674,773.452,462.246,1495.55,466.594,434.304,1448.62,339.062,436.299,1173.63,278.409,483.225,928.127,244.173,507.894,843.618,217.225,543.979,996.68,602.672,434.697,514.169,645.081,409.673,75.3019,707.408,541.527,30.5619,731.153,623.459,31.6589,735.996,492.099,998.838,431.693,421.536,511.295,369.515,360.237,75.4297,311.384,474.414,29.5845,242.01,549.853,31.9764,209.748,
8.51667,401.619,1484.54,532.475,361.263,1342.14,557.823,369.496,1241.22,561.834,393.001,1159.65,557.262,425.752,1049.37,547.738,462.811,1541.73,507.936,492.79,1624.1,489.453,505.116,1801.26,465.36,486.568,1503.08,549.759,502.754,1487.31,686.644,510.643,1213.81,753.236,543.045,965.489,783.764,550.94,874.428,772.714,461.296,1495.67,467.872,430.912,1448.89,340.842,433.099,1173.72,281.003,485.233,928.936,249.272,511.076,844.465,223.321,544.968,997.28,602.909,436.926,514.529,645.756,409.892,75.6646,707.261,541.449,30.0063,730.907,623.386,30.5626,735.762,490.73,999.321,432.662,423.379,511.609,368.297,360.344,75.7748,311.81,474.232,29.5307,242.226,549.579,31.6673,209.731,
8.53333,401.988,1485,534.779,361.744,1342.69,560.823,369.724,1241.74,564.766,392.945,1160.11,559.879,425.674,1049.87,549.835,463.334,1541.52,509.089,495.273,1622.69,488.706,513.229,1798.86,461.16,487.269,1503.34,550.58,507.515,1487.13,686.871,513.662,1213.5,753.156,544.294,964.706,781.56,550.874,873.39,771.832,460.557,1495.99,469.146,426.721,1449.55,342.864,429.243,1174.16,284.09,486.57,930.27,254.488,513.678,846.014,229.139,545.923,998.052,602.979,439.257,515.066,646.623,409.372,76.3286,707.714,540.662,29.5707,730.686,622.622,29.4213,735.185,488.767,999.887,433.688,425.243,511.92,367.401,360.55,76.1399,312.394,474.087,29.4606,242.527,549.321,31.3049,209.753,
8.55,402.74,1485.57,537.185,362.499,1343.41,564.025,370.082,1242.43,567.904,392.87,1160.7,562.673,425.34,1050.43,552.059,464.234,1541.31,510.193,498.144,1621.14,487.784,521.825,1796.01,456.503,488.38,1503.6,551.31,512.902,1486.91,686.839,517.057,1213.23,753.067,545.761,963.949,779.127,550.939,872.424,770.582,460.051,1496.34,470.416,422.299,1450.34,345.089,424.37,1174.72,287.369,486.804,931.867,259.682,515.476,847.973,234.858,546.594,998.654,602.911,441.39,515.458,647.765,408.323,76.877,708.331,539.411,29.056,730.242,621.397,28.2207,734.151,486.184,1000.37,434.751,426.661,512.107,366.949,360.353,76.3904,313.379,473.441,29.2909,243.066,548.513,30.8505,209.91,
8.56667,403.762,1486.22,539.446,363.537,1344.2,567.055,370.712,1243.19,570.895,393.044,1161.36,565.345,425.179,1051.05,554.165,465.395,1541.19,511.213,501.21,1619.58,486.767,530.471,1792.84,451.547,489.704,1503.96,552.007,518.606,1486.72,686.599,521.054,1213.04,752.898,548.1,963.295,776.155,551.789,871.609,768.631,459.884,1496.79,471.643,417.817,1451.36,347.488,418.675,1175.56,290.613,486.312,933.905,264.653,516.952,850.516,240.484,547.284,999.18,602.842,444.042,515.668,648.827,408.227,77.1755,708.464,539.211,28.6463,729.421,621.213,27.3623,732.821,483.873,1000.93,435.791,428.776,512.37,366.414,361.606,76.6157,314.247,474.399,29.2853,243.616,549.342,30.6887,210.163,
8.58333,405.258,1486.87,541.5,364.754,1345.09,569.919,371.324,1244.04,573.786,393.053,1162.06,567.996,424.698,1051.66,556.366,467.128,1540.91,512.007,504.941,1617.67,485.494,539.988,1788.96,446.162,491.511,1504.14,552.492,524.501,1486.37,686.072,525.34,1212.73,752.588,550.728,962.554,772.843,553.033,870.747,766.297,460.201,1497.09,472.685,413.445,1452.4,349.948,411.725,1176.43,293.933,484.313,936.033,269.735,517.271,853.412,245.981,547.549,999.606,602.922,446.209,515.785,649.869,407.587,77.4316,708.775,538.538,28.4177,728.788,620.555,26.8101,731.667,481.172,1001.28,437.027,430.4,512.474,366.099,361.996,76.7306,315.462,474.457,29.1148,244.496,549.264,30.3213,210.729,
8.6,407.032,1487.57,543.397,366.159,1346.05,572.568,372.057,1244.96,576.514,393.127,1162.82,570.568,424.157,1052.28,558.613,469.178,1540.64,512.759,508.963,1615.68,484.262,549.695,1784.7,440.809,493.549,1504.35,552.996,530.309,1486.02,685.513,529.973,1212.33,751.818,553.737,961.788,769.361,555.009,869.902,763.712,460.927,1497.42,473.706,409.6,1453.54,352.512,403.982,1177.47,297.262,480.865,938.248,274.739,516.555,856.624,251.492,547.544,999.886,603.333,448.617,515.64,651.037,407.084,77.4328,709.041,538.056,28.1687,728.29,620.083,26.3938,730.761,478.59,1001.51,438.491,431.868,512.552,365.894,362.42,76.8071,316.712,474.407,29.125,245.042,548.975,30.2758,210.752,
8.61667,409.132,1488.14,544.991,367.725,1346.96,575.067,372.879,1245.84,579.237,393.25,1163.53,573.254,423.659,1052.84,561.084,471.62,1540.13,513.216,513.387,1613.28,482.728,559.773,1779.67,434.983,495.89,1504.34,553.306,536.247,1485.57,684.709,534.78,1211.86,750.932,556.901,961,765.855,557.281,869.053,761.141,462.084,1497.47,474.509,406.307,1454.36,355.016,395.208,1178.33,300.382,476.089,940.262,279.727,514.576,859.783,256.958,547.497,1000.1,604.13,450.096,515.597,652.306,406.814,77.4492,709.475,538.034,28.5475,727.939,620.077,26.992,729.975,476.177,1001.63,440.298,433.338,512.646,365.518,362.587,76.9291,317.973,474.293,29.1167,245.953,548.72,30.1634,211.354,
8.63333,411.394,1488.59,546.279,369.373,1347.79,577.25,373.743,1246.65,581.745,393.393,1164.15,575.855,423.106,1053.27,563.672,474.266,1539.49,513.499,517.972,1610.68,481.165,569.82,1774.19,429.264,498.354,1504.22,553.525,542.097,1484.96,683.769,539.563,1211.28,750.07,560.013,960.141,762.509,559.797,868.146,758.841,463.574,1497.36,475.151,403.578,1455.04,357.434,386.075,1179.21,303.441,470.208,942.134,284.472,511.025,862.611,262.409,547.206,1000.12,605.422,452.137,515.143,653.534,407.068,77.0595,709.81,538.631,28.8139,727.547,620.689,27.6511,729.188,473.967,1001.46,442.437,435.019,512.564,365.005,363.166,76.8851,318.78,474.733,29.1131,246.518,549.065,30.1542,211.715,
8.65,414.112,1488.78,547.28,371.126,1348.51,579.311,374.514,1247.35,584.249,393.301,1164.64,578.542,422.19,1053.53,566.414,477.474,1538.38,513.48,523.16,1607.46,479.338,580.506,1767.73,423.273,501.287,1503.62,553.513,548.024,1483.96,682.652,544.192,1210.41,749.446,562.772,959.028,759.639,562.167,867.009,756.708,465.592,1496.76,475.552,401.373,1455.31,359.769,376.655,1179.89,306.534,463.145,943.545,289.036,505.968,864.881,267.711,546.435,999.804,606.978,453.828,514.365,655.204,407.317,76.2787,710.268,539.333,29.1624,727.671,621.401,28.684,729.168,471.423,1001.04,444.801,435.797,512.325,364.669,363.379,76.6464,319.337,474.823,29.2158,246.663,549.026,30.4324,211.591,
8.66667,416.917,1488.86,548.117,372.717,1349.24,581.293,375.018,1248.07,586.746,392.9,1165.14,581.297,421.002,1053.82,569.317,480.808,1537.05,513.285,528.405,1603.92,477.409,591.036,1760.72,417.321,504.316,1502.75,553.33,554.038,1482.53,681.263,548.753,1209.26,749.044,565.261,957.648,757.077,564.066,865.615,754.81,467.696,1495.92,475.796,399.496,1455.39,361.983,367.393,1180.54,309.706,454.853,944.468,293.502,499.265,866.527,272.778,545.421,999.632,608.723,455.387,513.711,656.951,407.665,75.6728,711.362,540.326,30.0028,727.68,622.403,30.3633,728.557,468.604,1000.55,447.39,436.453,512.055,364.537,363.599,76.4393,319.299,475.052,29.4968,246.322,549.185,30.9632,211.11,
8.68333,419.913,1488.4,548.763,374.068,1349.58,583.058,375.075,1248.42,589.082,391.943,1165.26,583.993,419.203,1053.7,572.308,484.463,1535.01,513.019,533.967,1599.61,475.586,601.781,1752.74,411.795,507.541,1501.09,553.115,559.932,1480.2,679.868,553.2,1207.24,748.792,567.46,955.435,754.829,565.718,863.399,753.104,470.125,1494.38,475.951,397.881,1455.12,364.206,358.228,1181.04,313.097,445.583,944.869,297.744,490.902,867.313,277.55,543.666,999.008,610.878,456.585,512.543,659.027,408.137,74.4381,712.244,541.536,30.7252,727.895,623.602,32.2717,728.428,465.403,999.529,450.239,435.372,511.318,364.933,363.488,75.6353,318.8,475.103,29.6477,245.463,549.174,31.6518,210.149,
8.7,423.062,1487.85,549.438,375.295,1350.01,585.017,374.805,1248.89,591.659,390.469,1165.47,586.897,416.591,1053.62,575.367,488.293,1532.77,512.762,539.534,1595.07,473.802,612.074,1744.43,406.38,510.916,1499.16,552.963,566.219,1477.34,678.315,557.865,1204.67,748.228,569.26,952.695,752.844,567.082,860.663,751.459,472.736,1492.57,476.165,396.805,1454.59,366.439,349.377,1181.53,316.499,435.28,944.796,301.678,480.995,867.422,281.677,540.898,997.977,613.064,457.519,510.872,661.271,408.861,72.6085,712.974,543.089,31.2963,728.048,625.116,34.3111,728.31,461.295,998.682,453.086,433.824,510.873,364.682,363.296,75.0895,317.42,475.377,29.9512,244.267,549.542,32.396,209.178,
8.71667,426.338,1486.85,549.743,375.619,1350.4,586.606,373.178,1249.36,593.983,387.446,1165.66,589.738,412.557,1053.55,578.584,492.602,1529.59,512.336,545.818,1589.35,472.06,623.523,1734.56,401.396,514.446,1496.16,552.725,572.231,1473.08,676.725,562.559,1200.67,747.451,571.067,948.567,751.244,568.435,856.541,750.273,475.712,1489.88,476.179,395.763,1453.95,368.639,340.804,1182.08,319.93,424.094,944.414,305.064,469.637,866.943,285.05,536.683,997.217,615.857,458.26,509.245,663.596,408.744,70.9414,714.126,543.788,32.0027,728.198,625.75,36.4431,727.923,456.183,997.69,456.328,431.058,510.155,365.748,362.263,74.3823,315.904,475.03,30.1228,243.269,549.423,33.0402,208.704,
8.73333,429.468,1485.82,550.266,375.98,1350.73,588.199,371.641,1249.8,596.199,384.493,1165.85,592.399,408.334,1053.42,581.603,496.621,1526.62,512.275,551.375,1584.2,470.91,633.131,1725.82,397.585,517.769,1493.25,552.814,578.247,1468.41,675.179,567.414,1196.18,746.422,572.927,943.982,749.81,569.518,851.976,749.579,478.572,1487.33,476.475,395.338,1453.39,370.797,332.519,1182.98,323.506,412.27,944.16,307.727,456.929,866.312,287.19,532.083,996.053,618.541,459.123,507.135,665.221,410.082,68.5967,714.152,546.028,32.5636,727.245,627.874,38.7419,726.484,450.828,996.597,459.395,428.413,509.551,365.545,362.589,73.5981,313.317,476.273,30.1468,241.629,550.985,33.4957,207.8,
8.75,433.022,1484.44,550.673,375.779,1351.26,589.883,368.984,1250.53,598.634,380.061,1166.31,595.379,402.416,1053.54,584.991,501.287,1522.77,512.096,557.679,1577.95,469.67,643.68,1715.67,393.82,521.511,1489.31,552.836,584.154,1462.46,673.678,572.086,1190.5,745.74,574.845,938.256,748.905,570.684,846.281,749.038,481.86,1483.94,476.691,395.293,1452.6,372.903,324.547,1183.91,327.04,399.88,943.768,309.704,443.182,865.417,288.194,525.676,994.962,621.666,458.94,505.055,667.245,409.93,66.2998,714.23,546.629,33.1237,727.026,628.329,40.9975,726.198,443.724,995.643,462.879,424.548,509.115,365.692,361.409,73.0624,311.04,476.058,29.9782,240.679,551.181,33.4907,207.789,
8.76667,436.385,1482.99,551.025,374.95,1352.02,591.287,365.497,1251.57,600.722,374.701,1167.1,598.009,395.545,1054,588.019,505.871,1518.73,512.136,563.842,1571.64,468.964,653.823,1705.77,391.294,524.985,1485.06,553.121,589.568,1455.64,672.333,576.472,1183.95,745.211,576.764,931.688,748.323,572.071,839.74,748.658,485.141,1480.36,477.034,395.782,1451.97,374.776,317.328,1185.15,330.55,387.114,943.509,310.939,428.338,864.405,288.144,518.17,994.161,624.784,458.997,503.166,669.057,410.42,64.1249,713.759,547.831,33.7861,725.96,629.351,43.3268,724.925,436.018,995.117,466.101,420.636,509.185,365.332,360.707,72.9951,308.219,476.387,30.1065,239.445,551.963,33.6794,207.617,
8.78333,440.052,1481.3,551.572,373.939,1353.05,593.181,361.438,1253,603.376,368.443,1168.31,601.201,387.418,1054.86,591.524,510.697,1514.08,512.176,570.091,1564.68,468.168,663.743,1695.19,388.702,528.674,1480.09,553.375,594.651,1448.01,671.126,580.453,1176.63,744.989,578.686,924.377,747.972,573.653,832.446,748.06,488.421,1476.21,477.456,396.74,1450.89,376.456,310.75,1186.16,333.704,374.272,943.007,311.643,413.05,863.115,287.35,509.331,993.412,628.008,458.74,501.319,670.658,410.002,62.0762,713.156,547.969,34.1925,724.932,629.31,45.1506,723.789,426.526,994.93,469.67,415.779,509.7,365.005,358.714,73.4614,305.379,475.179,30.5654,237.948,551.127,34.0756,207.011,
8.8,443.941,1479.21,551.929,372.802,1354.2,595.054,356.994,1254.71,606.068,361.599,1169.84,604.425,378.546,1056.05,594.949,515.704,1508.76,511.995,576.451,1557.01,467.207,673.624,1683.93,386.168,532.447,1474.41,553.446,598.726,1439.97,670.362,583.718,1168.85,744.993,580.672,916.606,747.747,575.558,824.683,746.959,491.783,1471.42,477.705,397.986,1449.42,377.875,304.604,1186.98,336.578,361.511,942.439,311.951,397.994,862.02,285.906,499.65,992.804,631.052,457.784,499.771,672.255,408.836,60.3954,713.101,547.241,34.6763,724.666,628.406,46.8598,723.508,416.169,995.204,473.08,410.743,510.741,364.534,355.612,74.5724,302.622,473.079,31.219,237.253,549.561,34.4098,207.624,
8.81667,447.789,1476.48,551.757,371.58,1355.04,596.428,352.364,1256.25,608.302,354.487,1171.28,607.277,369.308,1057.16,598.185,520.511,1502.68,511.23,582.479,1548.69,465.757,682.924,1672.24,383.52,536.013,1467.88,552.863,601.994,1431.32,669.302,586.25,1160.63,745.327,582.458,908.386,747.373,577.712,816.467,745.142,494.838,1465.94,477.365,399.441,1447.27,378.378,298.404,1187.44,338.562,349.078,941.75,311.896,383.191,860.933,283.939,489.644,992.187,633.784,456.889,498.351,673.549,408.107,58.781,712.46,546.84,35.0135,724.26,627.837,48.2927,723.362,405.116,995.106,476.379,405.795,511.672,363.218,352.792,75.4788,299.643,471.125,31.8406,236.049,548.031,34.8926,207.523,
8.83333,451.556,1473.76,551.361,370.495,1356.14,597.67,347.88,1258.19,610.43,347.444,1173.18,609.987,359.906,1058.76,601.18,525.067,1496.63,510.24,588.151,1540.48,464.18,691.637,1660.85,380.988,539.339,1461.42,552.104,604.889,1422.8,668.118,588.319,1152.66,745.923,584.133,900.419,746.864,579.854,808.541,742.762,497.7,1460.49,476.841,401.294,1444.72,378.327,292.35,1187.85,340.209,337.082,941.22,311.621,368.679,860.118,281.609,479.257,991.718,636.253,454.546,497.332,674.946,407.263,57.4466,712.097,546.301,35.6642,724.141,627.112,50.0399,723.502,393.798,995.64,479.373,399.944,513.265,361.946,348.935,77.2196,295.782,468.262,33.651,234.026,545.601,36.7185,206.697,
8.85,454.983,1470.54,550.213,369.505,1356.55,597.641,343.725,1259.48,611.129,340.9,1174.52,611.321,351.021,1059.82,603.156,529.15,1490.43,508.727,593.305,1532.51,462.486,699.691,1650.3,379.276,542.209,1454.73,550.707,606.645,1414.4,666.765,589.427,1144.92,746.684,585.874,892.669,746.101,582.44,800.873,739.907,500.259,1454.94,475.612,403.26,1442.01,377.267,286.44,1188.3,341.396,325.525,940.916,311.087,354.663,859.752,278.837,469.363,990.906,638.028,452.6,496.14,676.078,406.525,55.9905,711.589,545.754,35.7505,724.113,626.417,50.9459,723.862,383.03,995.181,481.636,394.002,513.819,360.471,344.476,77.9585,291.999,464.866,34.6305,232.167,542.625,37.8006,206.07,
