Seconds,RightHand_rx - Head_ry Distance [mm],RightHand_rx - HeadEE Distance [mm],RightForeArm_rx - Head_ry Distance [mm],RightForeArm_rx - HeadEE Distance [mm],RightHand_rx - RightArm_tx Distance [mm],RightHand_rx - floor Distance [mm],RightLeg_rx - floor Distance [mm],RightUpLeg_tx - floor Distance [mm],LeftHand_rx - Head_ry Distance [mm],LeftHand_rx - HeadEE Distance [mm],LeftForeArm_rx - Head_ry Distance [mm],LeftForeArm_rx - HeadEE Distance [mm],LeftHand_rx - LeftArm_tx Distance [mm],LeftHand_rx - floor Distance [mm],LeftLeg_rx - floor Distance [mm],LeftUpLeg_tx - floor Distance [mm],LeftHand_rx - RightHand_rx Distance [mm],
9.06667,670.071,802.661,483.398,627.026,507.152,905.057,516.56,969.361,676.082,798.666,479.858,619.053,518.03,847.309,496.456,983.468,617.124,
9.08333,670.367,801.184,482.934,625.235,507.658,897.652,514.861,966.932,673.531,793.794,479.993,618.269,516.71,845.157,498.445,983.256,623.906,
9.1,670.765,799.413,482.396,623.071,508.281,889.504,513.399,964.742,671.134,789.249,479.933,617.412,515.617,843.389,500.404,982.887,630.494,
9.11667,671.068,797.299,481.806,620.767,508.84,880.935,512.318,962.799,668.227,784.001,479.585,616.173,514.48,841.837,502.594,982.709,636.909,
9.13333,671.775,795.386,481.442,618.57,509.398,871.871,511.976,960.894,665.657,779.31,479.052,614.943,513.586,840.707,504.937,982.848,643.39,
9.15,672.097,792.561,480.966,615.964,509.846,862.312,512.155,959.557,662.972,774.621,478.023,613.378,513.004,839.876,507.03,983.089,649.94,
9.16667,672.534,789.896,480.589,613.604,510.178,852.614,512.306,958.189,660.678,770.769,476.888,611.95,512.696,839.205,508.71,982.983,656.308,
9.18333,672.128,786.125,479.916,610.93,510.388,842.888,512.832,956.909,657.71,766.28,475.189,610.029,512.49,838.625,510.227,983.19,662.425,
9.2,672.21,783.327,479.424,608.756,510.673,833.715,513.289,955.411,655.038,762.235,473.443,608.021,512.502,837.632,511.569,983.505,668.17,
9.21667,672.261,780.565,478.881,606.451,511.026,825.109,513.653,954.269,652.622,758.722,472.109,606.563,512.349,836.124,512.198,983.355,673.439,
9.23333,672.64,778.516,478.716,604.699,511.178,817.335,513.906,953.062,650.6,755.787,471.198,605.56,512.078,833.945,512.378,983.024,677.854,
9.25,672.681,776.358,478.542,603.015,511.219,810.331,514.239,951.941,648.684,753.221,470.726,605.177,511.534,831.329,512.042,982.602,681.395,
9.26667,672.259,774.168,478.182,601.472,511.209,804.279,514.731,951.125,646.485,750.348,470.514,605.032,510.696,828.277,512.202,982.441,683.995,
9.28333,671.571,771.916,477.79,600.048,511.114,798.752,515.056,950.3,644.458,747.69,470.654,605.266,509.622,824.89,512.533,982.335,685.912,
9.3,670.767,769.799,477.507,598.89,510.875,793.641,515.41,949.648,642.604,745.252,471.129,605.804,508.386,821.085,513.04,982.165,687.43,
9.31667,669.59,767.324,477.189,597.715,510.518,788.713,515.699,949.176,640.597,742.483,471.547,606.117,507.135,816.8,513.735,981.897,688.653,
9.33333,668.186,764.555,476.983,596.624,510.009,783.754,515.834,948.601,638.53,739.418,471.694,605.902,506.081,811.848,514.552,981.319,689.633,
9.35,666.816,761.985,476.837,595.697,509.547,778.481,515.943,947.631,636.551,736.239,471.736,605.329,505.155,806.044,515.158,980.247,690.164,
9.36667,665.505,759.373,476.781,594.826,509.125,772.558,515.968,946.235,634.428,732.597,471.404,604.089,504.423,799.352,515.33,978.676,690.498,
9.38333,664.821,757.513,476.924,594.116,508.977,765.924,516.142,944.208,632.754,729.48,471.32,603.09,503.625,791.835,514.573,975.795,690.589,
9.4,663.567,754.864,476.946,593.313,508.721,758.411,516.253,941.635,629.952,724.473,470.45,600.77,502.862,783.466,513.584,972.931,690.317,
9.41667,662.698,752.607,477.027,592.583,508.681,750.005,516.691,938.787,627.44,719.664,469.654,598.392,502.109,774.417,511.978,969.579,689.818,
9.43333,661.487,749.703,477.081,591.698,508.539,740.582,516.943,935.693,624.55,714.15,468.697,595.651,501.203,764.744,509.942,965.878,689.051,
9.45,660.226,746.874,477.315,591.225,508.209,730.322,517.047,931.787,621.314,708.122,467.493,592.565,500.246,754.394,507.43,961.491,687.777,
9.46667,658.448,743.169,477.578,590.631,507.546,719.159,517.041,927.686,617.599,701.478,466.2,589.335,499.103,743.473,504.65,956.318,686.094,
9.48333,656.626,739.555,478.035,590.437,506.683,707.367,517.059,922.52,613.716,694.636,464.954,586.08,497.802,732.033,502.403,950.74,683.813,
9.5,653.347,733.717,478.079,589.517,505.331,695.062,516.906,917.522,607.714,685.014,462.995,581.85,496.041,719.901,500.545,944.187,680.893,
9.51667,650.021,727.774,477.97,588.437,504.069,682.355,516.658,911.869,601.279,674.538,460.957,577.163,494.138,707.417,499.136,937.194,677.158,
9.53333,645.702,720.415,477.139,586.431,502.892,669.272,516.174,905.494,594.331,663.198,458.816,572.161,492.056,694.594,497.791,928.921,672.789,
9.55,641.2,712.903,475.821,583.906,502.032,655.746,515.784,898.063,587.458,651.83,456.496,566.844,490.112,681.723,497.038,919.554,667.697,
9.56667,636.705,705.138,474.349,581.079,501.255,641.671,515.473,890.178,581.108,640.789,454.082,561.217,488.466,669.004,496.916,910.357,661.784,
9.58333,631.614,696.381,472.354,577.497,500.549,627.195,515.313,882.253,574.255,628.986,451.168,554.982,486.965,656.582,496.229,900.545,655.373,
9.6,626.123,687.008,470.366,573.802,499.56,612.456,515.121,873.901,567.858,617.929,448.15,548.88,485.893,644.756,495.999,890.928,648.509,
9.61667,619.831,675.834,467.453,568.358,498.812,597.591,514.715,865.457,562.344,608.734,445.588,544.324,485.245,633.702,495.753,879.872,641.358,
9.63333,613.602,664.635,464.501,562.803,498.046,583.066,514.276,856.872,556.715,599.734,442.472,539.586,485.129,623.43,495.685,869.2,633.944,
9.65,606.865,652.723,461.072,556.647,497.349,569.402,513.842,848.477,550.569,590.349,438.687,534.409,485.386,613.729,496.076,859.261,625.572,
9.66667,600.662,641.594,457.637,550.479,496.837,556.798,513.288,839.871,544.987,582.066,434.875,529.641,485.84,604.494,496.32,849.204,616.526,
9.68333,594.677,631.052,454.115,544.228,496.434,545.603,512.683,831.199,540.059,575.181,431.447,525.817,486.33,595.676,496.684,839.078,606.612,
9.7,588.626,620.897,450.29,537.878,496.208,535.963,511.868,822.279,535.286,568.883,428.229,522.592,486.716,587.41,497.057,828.871,596.044,
9.71667,582.333,610.656,446.749,531.907,495.548,527.844,510.775,813.189,530.425,562.607,424.738,519.224,487.234,579.753,497.39,818.661,585.017,
9.73333,576.214,601.023,443.539,526.559,494.67,521.075,509.536,803.777,525.682,556.917,421.401,516.379,487.61,572.994,497.823,807.914,573.59,
9.75,569.603,591.063,440.266,521.333,493.599,515.372,508.118,793.566,520.2,550.603,418.053,513.605,487.345,567.215,498.077,796.555,561.672,
9.76667,562.975,581.266,436.946,516.263,492.576,510.803,506.505,782.777,514.566,544.308,415.003,511.228,486.521,562.301,498.425,784.33,549.565,
9.78333,556.514,572.097,433.548,511.455,491.699,507.27,504.757,771.093,509.048,538.237,411.909,508.742,485.602,558.296,498.834,771.518,537.007,
9.8,550.229,564.372,430.341,507.695,491.015,504.87,503.22,757.915,503.709,533.173,408.958,506.81,484.642,555.24,499.334,757.758,524.006,
9.81667,544.228,557.498,427.403,504.58,490.295,503.744,501.928,743.827,498.511,528.2,405.675,504.323,483.88,553.184,499.614,743.547,510.437,
9.83333,538.454,551.391,424.573,501.97,489.628,504.128,500.649,729.287,493.619,523.894,402.871,502.446,483.036,552.259,499.753,729.028,496.459,
9.85,533.32,546.844,422.238,500.484,488.945,506.104,500.331,714.165,488.997,520.594,400.449,501.331,482.025,552.787,500.041,713.819,482.258,
9.86667,528.213,542.501,419.665,498.897,488.414,509.613,500.392,698.934,483.898,517.319,398.297,500.889,480.508,554.88,500.357,698.516,467.883,
9.88333,523.926,539.691,417.679,498.396,487.912,514.609,501.217,683.381,478.352,513.968,396.077,500.543,478.694,558.597,500.772,683.33,453.779,
9.9,520.366,537.41,415.698,497.497,487.578,520.829,502.269,669.015,473.487,512.073,395.341,502.293,476.326,563.876,501.34,668.256,440.41,
9.91667,516.371,534.312,413.701,496.695,487.086,528.071,504.132,655.412,466.82,507.167,393.623,501.989,473.904,570.068,501.972,655.316,428.423,
9.93333,514.317,533.425,412.524,496.527,486.907,535.049,505.83,643.82,462.333,505.472,393.445,504.08,471.344,576.528,502.761,643.55,418.814,
9.95,513.472,533.644,412.329,497.351,486.705,540.467,507.258,635.106,458.753,503.599,392.809,504.782,469.523,581.655,503.287,635.402,412.472,
9.96667,513.952,535.284,412.837,498.739,486.682,542.531,507.962,630.886,457.943,504.082,393.108,505.988,468.666,583.885,503.561,632.019,410.199,
9.98333,515.095,537.505,413.816,500.266,486.549,539.625,507.924,633.749,460.317,507.093,393.594,506.812,469.708,581.351,504.275,634.476,412.567,
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
